r_kpc,kT_keV,kT_err_keV
143.44,4.0373,0.29784
139.025,4.0546,0.29568
134.61499999999998,4.0719,0.29352
130.2,4.0892,0.29136
125.78499999999998,4.1064,0.28919
121.37,4.1237,0.28703
116.955,4.141,0.28487
112.545,4.1583,0.28271
108.13000000000001,4.1756,0.28055
103.715,4.1877,0.28154
99.305,4.198,0.28361
94.89,4.2084,0.28568
90.475,4.2187,0.28775
86.065,4.2291,0.28982
81.65,4.2394,0.29189
77.235,4.2498,0.29396
72.825,4.2601,0.29602
68.41,4.2705,0.29809
63.995,4.2808,0.30016
59.585,4.2912,0.30223
55.169999999999995,4.3015,0.3043
50.755,4.3118,0.30637
46.345,4.3222,0.30844
41.92999999999999,4.3325,0.31051
37.515,4.3429,0.31258
33.1,4.3532,0.31465
28.685000000000002,4.3636,0.31672
24.275,4.3739,0.31879
19.86,4.3843,0.32086
15.445,4.3946,0.32293
11.035,4.405,0.32499
6.619999999999999,4.4153,0.32706
461.87,5.6395,1.3284
457.855,5.6629,1.3125
452.5,5.6942,1.2914
447.14500000000004,5.7255,1.2703
441.79,5.7567,1.2492
436.435,5.788,1.2281
431.08000000000004,5.8193,1.207
425.725,5.8506,1.1859
420.37,5.8819,1.1647
415.01500000000004,5.9131,1.1436
409.66,5.9444,1.1225
404.305,5.9757,1.1014
398.95000000000005,6.007,1.0803
393.595,6.0382,1.0592
388.24,6.0695,1.0381
382.88500000000005,6.1008,1.017
377.53000000000003,6.1321,0.99585
372.175,6.1634,0.97474
366.82000000000005,6.1946,0.95363
361.46500000000003,6.132,0.93101
356.11,6.0499,0.90808
350.75500000000005,5.9678,0.88515
345.40000000000003,5.8857,0.86222
340.045,5.8036,0.83929
334.69000000000005,5.7215,0.81636
329.33500000000004,5.6394,0.79343
323.98,5.5573,0.7705
318.625,5.4752,0.74757
313.27,5.3931,0.72464
307.915,5.311,0.70171
302.56,5.2289,0.67878
297.205,5.1468,0.65585
291.85,5.1057,0.64275
286.495,5.1566,0.65168
281.14,5.2074,0.6606
275.785,5.2583,0.66953
270.43,5.3092,0.67845
265.075,5.36,0.68738
259.72,5.4109,0.6963
254.365,5.4618,0.70522
249.01000000000002,5.5126,0.71415
243.655,5.5635,0.72307
238.3,5.6144,0.732
232.94500000000002,5.6666,0.7413
227.59,5.7308,0.75393
222.235,5.7949,0.76657
216.88000000000002,5.859,0.7792
211.525,5.9231,0.79183
206.17000000000002,5.9873,0.80446
200.81500000000003,6.0514,0.81709
195.46000000000004,6.1155,0.82972
190.10500000000002,6.1796,0.84235
184.75000000000003,6.2438,0.85498
179.395,6.3079,0.86762
174.04,6.3471,0.87232
168.685,6.3805,0.87519
163.32999999999998,6.4139,0.87805
157.97499999999997,6.4474,0.88092
152.61999999999998,6.4808,0.88378
147.265,6.5142,0.88664
141.90999999999997,6.5476,0.88951
136.55499999999998,6.581,0.89237
131.2,6.6144,0.89524
125.84499999999998,6.6478,0.8981
120.49,6.6786,0.89905
115.135,6.7041,0.89622
109.78,6.7295,0.89339
104.42499999999998,6.755,0.89055
99.07,6.7805,0.88772
93.71499999999999,6.806,0.88489
88.36,6.8315,0.88206
83.005,6.8569,0.87923
77.64999999999999,6.8824,0.8764
72.295,6.9079,0.87357
66.94,6.9334,0.87074
61.585,6.9589,0.8679
56.230000000000004,6.9843,0.86507
50.875,7.0098,0.86224
45.52,7.0353,0.85941
40.165000000000006,7.0608,0.85658
34.81,7.0863,0.85375
29.455000000000002,7.1117,0.85092
24.100000000000005,7.1372,0.84809
18.745,7.1627,0.84526
13.39,7.1882,0.84242
8.035,7.2137,0.83959
2.68,7.2391,0.83676
198.66,5.5694,0.8624
193.75500000000002,5.6132,0.86075
188.85000000000002,5.657,0.85911
183.94500000000002,5.7008,0.85747
179.04,5.7446,0.85583
174.135,5.7884,0.85419
169.23,5.8321,0.85254
164.325,5.8759,0.8509
159.42000000000002,5.8868,0.84425
154.51500000000001,5.8575,0.83148
149.61,5.8281,0.8187
144.705,5.7988,0.80593
139.79999999999998,5.7695,0.79315
134.89499999999998,5.7401,0.78038
129.98999999999998,5.7108,0.7676
125.08500000000001,5.6814,0.75483
120.18,5.6521,0.74205
115.275,5.6228,0.72928
110.36999999999999,5.5934,0.7165
105.465,5.5641,0.70373
100.555,5.5347,0.69094
95.65,5.5054,0.67817
90.74499999999999,5.4761,0.66539
85.84,5.4467,0.65261
80.935,5.4174,0.63984
76.03,5.3881,0.62706
71.125,5.3587,0.61429
66.22,5.3294,0.60152
61.315,5.3001,0.58874
56.410000000000004,5.28,0.58
51.505,5.28,0.58
46.6,5.28,0.58
41.69499999999999,5.28,0.58
36.790000000000006,5.28,0.58
31.885000000000005,5.28,0.58
26.98,5.28,0.58
22.074999999999996,5.28,0.58
17.169999999999998,5.28,0.58
12.265,5.28,0.58
7.36,5.28,0.58
2.455,5.28,0.58
119.51500000000001,5.2755,0.50217
114.43,5.297,0.5
109.345,5.3274,0.5
104.26,5.3579,0.5
99.175,5.3883,0.5
94.08500000000001,5.4188,0.5
89.0,5.4492,0.5
83.91499999999999,5.4796,0.5
78.83,5.5101,0.5
73.745,5.5405,0.5
68.66,5.5709,0.5
63.574999999999996,5.5916,0.49851
58.48499999999999,5.4073,0.46564
53.400000000000006,5.2232,0.43281
48.315,5.0391,0.39997
43.23,4.855,0.36714
38.144999999999996,4.6709,0.3343
33.055,4.4866,0.30144
27.970000000000002,4.3025,0.2686
22.885,4.1184,0.23577
17.8,4.03,0.22
12.715,4.03,0.22
7.63,4.03,0.22
2.545,4.03,0.22
169.095,6.1588,0.52339
164.465,6.2409,0.57187
159.835,6.3229,0.62035
155.20000000000002,6.405,0.66888
150.565,6.4871,0.71741
145.93499999999997,6.5692,0.76588
141.29999999999998,6.6513,0.81442
136.665,6.7334,0.86294
132.03500000000003,6.8155,0.91142
127.40499999999999,6.8474,0.92193
122.77000000000001,6.8685,0.92428
118.135,6.8896,0.92662
113.505,6.9107,0.92897
108.86999999999999,6.879,0.90597
104.235,6.8057,0.86301
99.605,6.7325,0.8201
94.97500000000001,6.6593,0.77719
90.34,6.4229,0.72659
85.705,6.0777,0.67091
81.075,5.7328,0.6153
76.445,5.3907,0.56024
71.81,5.5084,0.6013
67.175,5.6261,0.64237
62.545,5.7437,0.68339
57.910000000000004,5.765,0.69624
53.275000000000006,5.6085,0.65713
48.645,5.4523,0.61806
44.015,5.296,0.579
39.379999999999995,5.2406,0.55812
34.745,5.2808,0.55447
30.115,5.3209,0.55083
25.48,5.3611,0.54718
20.845000000000002,5.4012,0.54353
16.215,5.4413,0.53988
11.584999999999999,5.4814,0.53623
6.949999999999999,5.5216,0.53258
147.21499999999997,4.6631,0.44279
142.685,4.5965,0.43255
138.155,4.5963,0.43102
133.625,4.618,0.43238
129.09500000000003,4.6398,0.43374
124.56500000000001,4.6615,0.43509
120.035,4.6832,0.43645
115.505,4.7049,0.43781
110.975,4.7266,0.43916
106.445,4.7374,0.44
101.915,4.7308,0.44
97.385,4.7241,0.44
92.85499999999999,4.7174,0.44
88.325,4.7107,0.44
83.795,4.7041,0.44
79.27000000000001,4.6974,0.44
74.745,4.6908,0.44
70.215,4.6734,0.43389
65.68499999999999,4.6547,0.427
61.155,4.636,0.42012
56.62499999999999,4.6173,0.41323
52.095,4.5986,0.40634
47.565,4.5799,0.39945
43.035000000000004,4.5612,0.39256
38.504999999999995,4.5425,0.38567
33.97500000000001,4.5239,0.37879
29.445,4.5052,0.3719
24.915,4.5,0.37
20.385,4.5,0.37
15.855,4.5,0.37
11.325,4.5,0.37
6.795000000000001,4.5,0.37
2.265,4.5,0.37
284.08500000000004,6.9081,0.54405
280.275,7.0204,0.60019
276.46000000000004,7.1328,0.65639
272.64500000000004,7.2452,0.7126
268.835,7.3575,0.76873
265.02000000000004,7.4699,0.82494
261.20500000000004,7.5823,0.88115
257.395,7.6592,0.88154
253.58000000000004,7.7296,0.87149
249.76500000000001,7.8,0.86143
245.95499999999998,7.6847,0.84472
242.14,7.5383,0.82687
238.32500000000002,7.3835,0.80661
234.51500000000001,7.0832,0.74501
230.70000000000002,6.7825,0.68333
226.885,6.7369,0.67773
223.07500000000002,6.9909,0.738
219.26000000000002,7.2463,0.79462
215.445,7.5089,0.82804
211.63500000000002,7.753,0.85932
207.82,7.5872,0.84327
204.005,7.3891,0.81191
200.19500000000002,7.0368,0.70734
196.38,6.9398,0.66753
192.565,7.3035,0.74468
188.755,7.8114,0.89696
184.94,8.4426,1.1132
181.12499999999997,7.8138,0.92549
177.315,7.2378,0.76008
173.5,7.6467,0.92765
169.685,7.3028,0.82274
165.875,7.1067,0.73165
162.06500000000003,7.5763,0.81576
158.25,7.8079,0.88238
154.435,7.7461,0.84115
150.625,7.563,0.7586
146.81,7.8551,0.88492
142.99499999999998,8.3138,0.96054
139.185,8.054,0.90022
135.37,7.628,0.80666
131.55499999999998,8.4652,0.91936
127.745,8.2987,0.98702
123.93,7.8954,0.92249
120.115,7.61,0.85693
116.30499999999999,7.5896,0.85417
112.49000000000001,7.4475,0.74364
108.675,7.9283,0.99894
104.865,7.9192,0.95037
101.05,7.86,0.85508
97.235,7.5566,0.77332
93.42500000000001,7.3317,0.77225
89.61,8.1337,0.99616
85.79500000000002,7.9552,0.90507
81.985,7.7316,0.83052
78.16999999999999,7.2325,0.78719
74.355,7.3698,0.72357
70.545,7.6313,0.8037
66.73000000000002,7.8732,0.89699
62.915,8.1355,0.95015
59.105000000000004,8.3738,1.0296
55.294999999999995,7.8934,0.92197
51.48,7.5616,0.78778
47.665,7.2777,0.72154
43.855000000000004,7.0816,0.70418
40.04,7.1376,0.67622
36.225,7.7062,0.79183
32.415,8.1107,0.89418
28.6,7.8213,0.8753
24.785,7.5377,0.81849
20.975,7.2566,0.74696
17.16,7.19,0.71326
13.344999999999999,7.19,0.69132
9.535,7.19,0.66941
5.72,7.19,0.64747
1.905,7.19,0.62553
107.405,2.703,0.27059
105.235,2.6755,0.2651
103.065,2.648,0.2596
100.895,2.6205,0.25411
98.72500000000001,2.593,0.24861
96.555,2.5656,0.24311
94.38499999999999,2.5381,0.23762
92.21499999999999,2.5106,0.23212
90.045,2.4831,0.22663
87.87500000000001,2.4556,0.22113
85.705,2.4282,0.21563
83.535,2.4007,0.21014
81.365,2.3732,0.20464
79.19500000000001,2.3457,0.19915
77.02499999999999,2.3182,0.19365
74.855,2.2908,0.18815
72.685,2.2633,0.18266
70.515,2.2358,0.17716
68.345,2.2083,0.17167
66.175,2.1808,0.16617
64.00500000000001,2.1534,0.16067
61.835,2.1391,0.15702
59.665,2.1266,0.15363
57.495000000000005,2.1142,0.15023
55.324999999999996,2.1017,0.14683
53.154999999999994,2.0893,0.14344
50.99,2.0769,0.14005
48.825,2.0644,0.13667
46.655,2.052,0.13327
44.485,2.0382,0.12972
42.315000000000005,1.9886,0.12198
40.145,1.9391,0.11424
37.974999999999994,1.8896,0.1065
35.80500000000001,1.84,0.098754
33.635,1.7905,0.091014
31.465,1.7409,0.083274
29.295,1.7098,0.077745
27.125,1.6923,0.073838
24.955,1.6747,0.069931
22.785,1.6571,0.066024
20.615000000000002,1.6395,0.062117
18.445,1.6114,0.058383
16.275000000000002,1.5708,0.054854
14.104999999999999,1.5302,0.051325
11.935,1.4897,0.047796
9.764999999999999,1.4491,0.044268
7.595,1.4085,0.040739
5.425,1.4,0.04
3.255,1.4,0.04
1.085,1.4,0.04
295.21999999999997,5.289,0.19474
289.9,5.2744,0.1911
284.58,5.2504,0.19
279.26,5.2223,0.19
273.94,5.1926,0.19074
268.61999999999995,5.1561,0.19439
263.29999999999995,5.1196,0.19804
257.97999999999996,5.1592,0.19831
252.66,5.2869,0.19466
247.34,5.4147,0.19101
242.02499999999998,5.4585,0.19283
236.71,5.4702,0.19673
231.39,5.4682,0.19869
226.07,5.3961,0.19067
220.75,5.324,0.18266
215.43,5.3247,0.19371
210.10999999999999,5.3616,0.21423
204.79,5.3919,0.22628
199.47,5.3999,0.21026
194.14999999999998,5.4079,0.19424
188.82999999999998,5.4165,0.19653
183.51000000000002,5.4254,0.20541
178.19000000000003,5.4364,0.20572
172.875,5.4497,0.19685
167.55999999999997,5.4682,0.19091
162.24,5.5043,0.19492
156.92000000000002,5.5403,0.19892
151.60000000000002,5.6379,0.20586
146.28,5.758,0.21387
140.96,5.834,0.21812
135.64,5.7659,0.21011
130.32,5.6978,0.2021
125.0,5.745,0.20591
119.68,5.8332,0.21393
114.35999999999999,5.8981,0.21903
109.03999999999999,5.8901,0.21503
103.725,5.882,0.21103
98.41,5.899,0.20729
93.09,5.9245,0.20364
87.77,5.9498,0.19999
82.44999999999999,5.8874,0.19671
77.13000000000001,5.825,0.19342
71.81,5.7626,0.19014
66.49,5.7036,0.19
61.17,5.6447,0.19
55.849999999999994,5.5858,0.19
50.53000000000001,5.5492,0.18755
45.21,5.5207,0.1842
39.88999999999999,5.4922,0.18085
34.574999999999996,5.4637,0.1775
29.259999999999998,5.4353,0.17415
23.939999999999998,5.4068,0.1708
18.619999999999997,5.4,0.17
13.299999999999999,5.4,0.17
7.980000000000001,5.4,0.17
2.66,5.4,0.17
547.995,4.1834,0.36447
542.6750000000001,4.1925,0.36752
535.5799999999999,4.2047,0.37158
528.485,4.2169,0.37565
521.39,4.2291,0.37971
514.295,4.2413,0.38377
507.20500000000004,4.2535,0.38784
500.11000000000007,4.2657,0.3919
493.015,4.2779,0.39596
485.925,4.2901,0.40003
478.83,4.3023,0.40409
471.735,4.3145,0.40815
464.64,4.3266,0.41222
457.54499999999996,4.3388,0.41628
450.455,4.351,0.42034
443.35999999999996,4.3632,0.42441
436.265,4.3754,0.42847
429.17499999999995,4.3876,0.43253
422.08,4.3998,0.4366
414.985,4.412,0.44066
407.89,4.4242,0.44473
400.795,4.4364,0.44879
393.705,4.4486,0.45285
386.61,4.4607,0.45692
379.51500000000004,4.4729,0.46098
372.425,4.4851,0.46504
365.33,4.4973,0.4691
358.23499999999996,4.5095,0.47317
351.14,4.5217,0.47723
344.0450000000001,4.5499,0.48301
336.955,4.6124,0.49241
329.86,4.6749,0.50183
322.765,4.7373,0.51124
315.675,4.7997,0.52065
308.58000000000004,4.8622,0.53006
301.485,4.9247,0.53947
294.39,4.9872,0.54889
287.29499999999996,5.0496,0.5583
280.20500000000004,5.1121,0.56771
273.11,5.1745,0.57712
266.015,5.237,0.58654
258.92499999999995,5.276,0.58444
251.82999999999998,5.3015,0.57564
244.73499999999999,5.3269,0.56684
237.64,5.3523,0.55804
230.545,5.3778,0.54924
223.455,5.4032,0.54044
216.35999999999999,5.4286,0.53164
209.265,5.454,0.52283
202.17499999999998,5.4794,0.51404
195.08,5.5049,0.50524
187.985,5.5138,0.49952
180.89,5.4986,0.49835
173.79500000000002,5.4833,0.49718
166.70499999999998,5.4681,0.49601
159.61,5.4528,0.49483
152.51500000000001,5.4375,0.49366
145.425,5.4223,0.49249
138.33,5.407,0.49131
131.23499999999999,5.3918,0.49014
124.14,5.4066,0.49394
117.04500000000002,5.4253,0.49841
109.955,5.444,0.50287
102.86000000000001,5.4628,0.50733
95.76499999999999,5.4816,0.5118
88.675,5.5003,0.51626
81.58,5.5191,0.52073
74.485,5.5378,0.52519
67.39,5.5566,0.52966
60.295,5.5753,0.53412
53.205000000000005,5.5941,0.53858
46.11,5.6128,0.54305
39.015,5.6315,0.54751
31.925,5.6503,0.55197
24.83,5.6691,0.55644
17.735,5.6878,0.5609
10.64,5.7066,0.56537
3.545,5.7253,0.56983
614.095,7.8929,2.5316
605.13,7.9803,2.5405
596.1650000000001,8.0678,2.5494
587.1999999999999,8.1552,2.5583
578.235,8.2426,2.5672
569.27,8.3221,2.5372
560.3050000000001,8.398,2.4894
551.3399999999999,8.4739,2.4416
542.375,8.5497,2.3939
533.41,8.6256,2.3461
524.445,8.7014,2.2984
515.4799999999999,8.7773,2.2506
506.51500000000004,8.7864,2.2149
497.55,8.7448,2.1885
488.585,8.7032,2.162
479.62,8.6617,2.1356
470.655,8.6201,2.1092
461.69,8.7325,2.1217
452.72999999999996,9.2488,2.2367
443.765,9.7654,2.3518
434.79999999999995,10.282,2.4668
425.835,10.782,2.5765
416.86999999999995,10.3,2.3648
407.905,9.8181,2.1531
398.93999999999994,9.3362,1.9413
389.97499999999997,9.034,1.7914
381.00999999999993,8.9731,1.7245
372.04499999999996,8.9123,1.6575
363.08,8.7971,1.5808
354.11499999999995,8.3523,1.4455
345.15,7.9075,1.3101
336.18499999999995,7.4877,1.1804
327.22,7.6878,1.1911
318.255,7.8879,1.2019
309.29,8.0006,1.1858
300.325,7.8362,1.0849
291.36,7.6718,0.98407
282.395,7.9409,1.0303
273.43,8.5462,1.1906
264.46500000000003,9.097,1.3403
255.5,8.908,1.3444
246.535,8.719,1.3485
237.57,8.4787,1.2537
228.605,8.209,1.1019
219.64000000000001,8.0724,1.0082
210.675,8.3103,1.0774
201.71,8.5482,1.1466
192.745,7.8683,0.96256
183.78,7.1404,0.76532
174.815,7.4443,0.8565
165.85,7.9733,1.0106
156.885,7.8615,0.94293
147.92,7.6573,0.84332
138.95499999999998,7.6386,0.80843
129.98999999999998,7.6486,0.78352
121.025,7.914,0.86194
112.05999999999999,8.2216,0.95738
103.095,8.1166,0.9239
94.13,8.0021,0.89376
85.16499999999999,7.9102,0.93727
76.2,7.8288,0.98124
67.235,8.3219,1.0505
58.27,8.815,1.1197
49.305,8.7793,1.1115
40.34,8.5233,1.0711
31.375,8.2673,1.0306
22.41,8.0114,0.99021
13.445,8.01,0.99
4.4799999999999995,8.01,0.99
766.285,4.2458,0.49274
760.76,4.287,0.50979
752.2599999999999,4.3506,0.53601
743.76,4.4141,0.56224
735.26,4.4776,0.58846
726.7600000000001,4.5411,0.61468
718.26,4.6047,0.64091
709.76,4.6682,0.66713
701.26,4.7317,0.69336
692.76,4.7952,0.71958
684.26,4.8587,0.74581
675.76,4.9223,0.77203
667.26,4.9858,0.79826
658.76,5.0493,0.82448
650.2600000000001,5.1128,0.85071
641.76,5.1763,0.87693
633.26,5.2399,0.90316
624.76,5.3034,0.92938
616.26,5.3669,0.9556
607.7600000000001,5.4304,0.98183
599.26,5.4939,1.008
590.76,5.5575,1.0343
582.26,5.621,1.0605
573.76,5.6845,1.0867
565.26,5.748,1.113
556.7599999999999,5.8116,1.1392
548.26,5.8751,1.1654
539.76,5.9386,1.1916
531.2600000000001,6.0021,1.2178
522.76,6.0656,1.2441
514.26,6.0391,1.2152
505.76,5.9863,1.1702
497.255,5.9334,1.1252
488.75,5.8806,1.0801
480.24999999999994,5.8278,1.0351
471.75,5.7749,0.99013
463.25000000000006,5.7221,0.94513
454.75,5.6693,0.90013
446.25000000000006,5.6165,0.85513
437.75,5.5636,0.81014
429.25,5.5251,0.78254
420.74999999999994,5.4981,0.76903
412.25,5.471,0.75552
403.75,5.444,0.74201
395.25,5.417,0.72851
386.75000000000006,5.39,0.715
378.25,5.363,0.70149
369.75,5.336,0.68798
361.24999999999994,5.309,0.67448
352.75,5.3515,0.67858
344.25,5.4285,0.69142
335.75,5.5056,0.70426
327.25000000000006,5.5826,0.7171
318.75,5.6596,0.72994
310.25,5.7367,0.74278
301.74999999999994,5.8137,0.75562
293.25,5.8907,0.76846
284.75,5.9218,0.76744
276.25,5.9465,0.76453
267.75000000000006,5.9712,0.76162
259.25,5.9959,0.75871
250.75000000000003,6.0206,0.75581
242.25,6.0454,0.7529
233.75,6.0698,0.74995
225.25,6.0262,0.73653
216.75,5.9826,0.72312
208.25,5.939,0.7097
199.74999999999997,5.8954,0.69629
191.25,5.8518,0.68287
182.75,5.8108,0.67
174.25000000000003,5.8299,0.67
165.75,5.849,0.67
157.25,5.8681,0.67
148.75,5.8872,0.67
140.25,5.9063,0.67
131.75,5.8658,0.66684
123.25,5.811,0.66293
114.74999999999999,5.7562,0.65901
106.25,5.7014,0.6551
97.75,5.6466,0.65119
89.25,5.6391,0.64291
80.75,5.6522,0.63273
72.25000000000001,5.6653,0.62255
63.75,5.6784,0.61237
55.24999999999999,5.6915,0.60219
46.75,5.7046,0.59201
38.25000000000001,5.7176,0.58183
29.75,5.7307,0.57165
21.249999999999996,5.7438,0.56147
12.750000000000002,5.7569,0.55129
4.25,5.77,0.54111
199.91500000000002,2.7847,0.15604
197.08,2.804,0.15705
194.24,2.8233,0.15807
191.405,2.8426,0.15908
188.57000000000002,2.8619,0.16012
185.735,2.8812,0.16133
182.9,2.9006,0.16254
180.065,2.92,0.16375
177.23,2.9393,0.16496
174.39,2.9587,0.16617
171.555,2.9781,0.16738
168.72,2.9974,0.16859
165.885,3.0168,0.1698
163.05,3.0121,0.16887
160.215,3.0026,0.16751
157.38,2.9931,0.16615
154.54000000000002,2.9836,0.1648
151.705,2.9741,0.16344
148.87,2.9646,0.16208
146.035,2.9551,0.16073
143.2,2.9627,0.16
140.36499999999998,2.9899,0.16
137.52999999999997,3.0173,0.16
134.69500000000002,3.0445,0.16
131.86,3.0718,0.16
129.01999999999998,3.0992,0.16
126.18499999999999,3.1261,0.16
123.35,3.1517,0.16
120.515,3.1773,0.16
117.68,3.2029,0.16
114.845,3.2285,0.16
112.01,3.2541,0.16
109.16999999999999,3.2537,0.16
106.335,3.2455,0.16
103.50000000000001,3.2373,0.16
100.665,3.2292,0.16
97.83,3.221,0.16
94.99499999999999,3.2447,0.16
92.16,3.2729,0.16
89.32000000000001,3.3011,0.16
86.485,3.3293,0.16
83.65,3.3689,0.1616
80.815,3.4153,0.16418
77.97999999999999,3.4617,0.16676
75.14500000000001,3.5081,0.16934
72.31,3.5451,0.17209
69.475,3.5788,0.1749
66.64,3.6125,0.17771
63.8,3.6328,0.17897
60.964999999999996,3.5941,0.17345
58.13,3.5555,0.16793
55.294999999999995,3.5169,0.16241
52.46,3.4953,0.16156
49.625,3.487,0.16432
46.79,3.4788,0.16708
43.95,3.4705,0.16984
41.115,3.4425,0.16451
38.279999999999994,3.4134,0.15868
35.445,3.3843,0.15285
32.61,3.3385,0.14857
29.775,3.2767,0.14576
26.939999999999998,3.2148,0.14295
24.105,3.153,0.14014
21.269999999999996,3.1426,0.13631
18.430000000000003,3.1348,0.13242
15.595,3.1271,0.12853
12.76,3.1193,0.12465
9.924999999999999,3.1115,0.12076
7.09,3.11,0.12
4.255,3.11,0.12
1.42,3.11,0.12
221.335,4.78,0.0099476
217.895,4.7779,0.014267
213.30500000000004,4.775,0.020032
208.72000000000003,4.7721,0.025789
204.13500000000002,4.7692,0.031547
199.545,4.7664,0.037311
194.95499999999998,4.7635,0.043075
190.36999999999998,4.7606,0.048833
185.78499999999997,4.7577,0.054591
181.195,4.7548,0.060354
176.60500000000002,4.7519,0.066118
172.02,4.7491,0.071876
167.435,4.7462,0.077634
162.84500000000003,4.7433,0.083398
158.26000000000002,4.7404,0.089156
153.675,4.7375,0.094913
149.085,4.7347,0.10068
144.49499999999998,4.7318,0.10644
139.90999999999997,4.7289,0.1122
135.325,4.726,0.11796
130.73499999999999,4.7231,0.12372
126.14999999999998,4.7203,0.12948
121.56500000000001,4.7174,0.13524
116.975,4.7145,0.141
112.385,4.7116,0.14676
107.80000000000001,4.7087,0.15252
103.215,4.7059,0.15828
98.62499999999999,4.703,0.16404
94.03500000000001,4.7001,0.16981
89.45,4.7,0.19144
84.865,4.7,0.21361
80.275,4.7374,0.22936
75.69000000000001,4.7551,0.24622
71.105,4.6239,0.27904
66.51499999999999,4.4705,0.23017
61.925000000000004,4.5995,0.24912
57.34,4.1361,0.21051
52.754999999999995,4.13,0.20048
48.165,4.2569,0.2
43.58,3.9499,0.18998
38.995000000000005,3.8728,0.18026
34.40500000000001,3.9791,0.18992
29.815,3.5871,0.18042
25.23,3.2069,0.14074
20.645,2.9092,0.12983
16.055,2.7942,0.10519
11.465,2.5107,0.092141
6.88,2.1825,0.082196
2.2950000000000004,2.11,0.08
259.26000000000005,3.6577,0.37432
253.43500000000003,3.6635,0.37064
247.60500000000002,3.6692,0.36695
241.78,3.6749,0.36326
235.95499999999998,3.6883,0.36108
230.13,3.7603,0.3705
224.305,3.8323,0.37992
218.475,3.9043,0.38935
212.65,3.9763,0.39877
206.82500000000002,4.0483,0.40819
201.0,4.1203,0.41762
195.17499999999998,4.1924,0.42704
189.345,4.2644,0.43646
183.52,4.3364,0.44589
177.695,4.4084,0.45531
171.87,4.4804,0.46473
166.045,4.5524,0.47415
160.215,4.6245,0.48358
154.39,4.6965,0.493
148.565,4.744,0.4978
142.74,4.7207,0.48922
136.91500000000002,4.6974,0.48064
131.085,4.6742,0.47206
125.26,4.6509,0.46348
119.435,4.6276,0.4549
113.605,4.6043,0.44632
107.78,4.581,0.43774
101.955,4.5577,0.42916
96.13,4.5344,0.42058
90.30499999999999,4.5112,0.41201
84.475,4.4879,0.40342
78.64999999999999,4.4646,0.39484
72.825,4.4413,0.38627
67.0,4.418,0.37769
61.17499999999999,4.3947,0.36911
55.345,4.3714,0.36053
49.519999999999996,4.37,0.36
43.695,4.37,0.36
37.87,4.37,0.36
32.044999999999995,4.37,0.36
26.215000000000003,4.37,0.36
20.389999999999997,4.37,0.36
14.565,4.37,0.36
8.740000000000002,4.37,0.36
2.915,4.37,0.36
485.68,8.8876,1.7401
468.02,8.9589,1.7451
450.355,9.0303,1.7502
432.69,9.1017,1.7552
415.03000000000003,9.173,1.7602
397.37,9.2444,1.7652
379.71,9.3157,1.7703
362.04999999999995,9.3871,1.7753
344.39,9.4584,1.7803
326.73,9.5298,1.7853
309.07,9.6011,1.7904
291.41,9.6724,1.7954
273.745,9.7438,1.8004
256.08,9.8152,1.8054
238.42,9.8542,1.799
220.76000000000002,9.5724,1.6785
203.1,9.2907,1.558
185.44,9.0089,1.4375
167.77999999999997,8.7272,1.317
150.12,8.4454,1.1965
132.46,8.2407,1.1203
114.8,8.1309,1.0987
97.135,8.021,1.0772
79.47,7.9111,1.0556
61.809999999999995,7.8012,1.034
44.14999999999999,7.73,1.02
26.49,7.73,1.02
8.83,7.73,1.02
986.0649999999999,6.3267,2.1588
963.395,5.8045,2.0919
940.725,5.2823,2.0249
918.0600000000001,4.7602,1.958
895.395,4.2381,1.891
872.725,5.8777,2.7951
850.055,7.5514,3.7146
827.385,7.413,3.4397
804.715,6.6508,2.7537
782.05,6.1153,2.2022
759.385,5.9461,1.8679
736.715,5.7768,1.5335
714.0450000000001,6.8022,2.0442
691.375,7.8777,2.5905
668.7099999999999,8.2746,2.8505
646.045,8.2153,2.9182
623.375,7.9205,2.8131
600.705,6.8636,2.1484
578.035,5.8067,1.4837
555.3699999999999,6.0097,1.5323
532.7049999999999,6.5007,1.7439
510.035,7.2866,2.124
487.365,8.4298,2.7084
464.695,9.4599,3.2255
442.025,9.3485,3.0645
419.36,9.237,2.9035
396.695,8.9979,2.6006
374.025,8.6951,2.2271
351.35499999999996,8.3582,1.8687
328.685,7.7801,1.6171
306.02000000000004,7.2023,1.3655
283.355,7.2956,1.4358
260.685,7.8736,1.7385
238.015,8.4215,2.0227
215.345,8.1925,1.8276
192.68,7.9636,1.6324
170.015,7.7233,1.4631
147.345,7.4638,1.3373
124.675,7.2043,1.2115
102.005,7.2817,1.1723
79.33500000000001,7.4285,1.1508
56.67,7.5753,1.1294
34.005,7.722,1.108
11.334999999999999,7.8688,1.0866
78.32000000000001,3.7999,0.17
76.6,3.8209,0.17
74.88,3.7966,0.16762
73.16,3.7378,0.16341
71.435,3.7017,0.16078
69.71,3.7634,0.16489
67.99,3.8249,0.16899
66.27,3.783,0.16683
64.55,3.7073,0.16263
62.83,3.6873,0.16171
61.11,3.7602,0.16626
59.385,3.8023,0.16919
57.660000000000004,3.7045,0.16475
55.940000000000005,3.607,0.16032
54.22,3.6418,0.1562
52.5,3.6869,0.1521
50.78,3.7195,0.15191
49.06,3.739,0.15581
47.34,3.7586,0.15971
